CHROMOSOME,STRAND,LOCUS_ID,TSS
Chr9,+,LOC_Os09g33720.1,19917485
Chr9,+,LOC_Os09g31970.1,19074054
Chr9,-,LOC_Os09g32730.1,19520185
Chr9,-,LOC_Os09g32760.1,19545586
Chr9,+,LOC_Os09g32000.1,19093319
Chr10,-,LOC_Os10g31720.1,16626573
Chr10,+,LOC_Os10g26470.1,13778798
Chr10,+,LOC_Os10g22590.1,11723419
Chr10,-,LOC_Os10g25560.1,13237845
Chr10,+,LOC_Os10g22720.1,11801229
Chr10,-,LOC_Os10g25570.1,13259309
Chr11,-,LOC_Os11g07680.1,3920826
Chr11,-,LOC_Os11g09990.1,5359379
Chr11,-,LOC_Os11g05870.1,2749770
Chr11,+,LOC_Os11g06810.1,3332446
Chr11,+,LOC_Os11g07770.1,3959111
Chr12,+,LOC_Os12g02310.1,732978
Chr12,-,LOC_Os12g02385.1,783513
Chr12,-,LOC_Os12g07650.1,3853389
Chr12,+,LOC_Os12g07720.1,3873350
Chr11,-,LOC_Os11g38765.1,23053500
Chr11,-,LOC_Os11g40970.1,24537481
Chr11,+,LOC_Os11g24570.1,14027553
Chr11,+,LOC_Os11g39990.1,23844616
Chr11,+,LOC_Os11g40030.2,23866060
Chr11,+,LOC_Os11g41130.2,24642528
Chr11,+,LOC_Os11g24610.1,14044207
Chr12,-,LOC_Os12g18150.1,10478398
Chr3,+,LOC_Os03g22350.1,12802141
Chr3,+,LOC_Os03g22040.1,12627290
Chr3,+,LOC_Os03g38790.1,21541982
Chr3,+,LOC_Os03g38250.1,21233600
Chr3,+,LOC_Os03g39432.1,21910225
Chr3,+,LOC_Os03g32420.1,18538815
Chr3,+,LOC_Os03g30250.1,17260196
Chr3,+,LOC_Os03g29470.1,16794234
Chr3,+,LOC_Os03g30890.1,17599288
Chr3,+,LOC_Os03g46730.3,26442733
Chr3,+,LOC_Os03g48060.1,27334203
Chr3,+,LOC_Os03g39760.1,22123330
Chr3,+,LOC_Os03g44440.1,25003664
Chr3,+,LOC_Os03g41100.1,22845483
Chr10,+,LOC_Os10g20450.1,10293210
Chr10,+,LOC_Os10g13800.2,7496071
Chr10,+,LOC_Os10g14011.1,7615953
Chr10,+,LOC_Os10g11354.1,6295745
Chr10,+,LOC_Os10g26520.1,13823476
Chr10,+,LOC_Os10g22950.1,11935626
Chr4,-,LOC_Os04g09620.1,5170461
Chr4,-,LOC_Os04g08320.1,4444004
Chr4,-,LOC_Os04g11450.1,6264062
Chr4,-,LOC_Os04g10650.1,5788514
Chr4,-,LOC_Os04g25150.1,14535471
Chr4,-,LOC_Os04g21710.1,12281637
Chr4,-,LOC_Os04g21600.1,12217733
Chr4,-,LOC_Os04g36040.1,21975919
Chr4,-,LOC_Os04g33110.2,20046919
Chr4,-,LOC_Os04g33280.1,20131224
Chr4,-,LOC_Os04g28210.1,16672508
Chr11,-,LOC_Os11g10750.1,5902693
Chr11,-,LOC_Os11g19720.1,11368591
Chr11,-,LOC_Os11g05740.1,2633563
Chr11,-,LOC_Os11g04950.1,2118815
Chr11,-,LOC_Os11g10990.1,6066797
Chr11,-,LOC_Os11g13990.1,7762397
Chr10,-,LOC_Os10g33810.1,17926319
Chr10,-,LOC_Os10g40480.1,21675375
Chr10,-,LOC_Os10g38910.1,20731000
Chr11,-,LOC_Os11g02750.1,897260
Chr10,-,LOC_Os10g34020.1,18149595
Chr10,-,LOC_Os10g36703.1,19632264
Chr10,-,LOC_Os10g39030.1,20806660
Chr10,-,LOC_Os10g34170.1,18236511
Chr10,-,LOC_Os10g39200.1,20934597
Chr10,-,LOC_Os10g34350.1,18314326
Chr10,-,LOC_Os10g36848.1,19735041
Chr10,-,LOC_Os10g39450.1,21056519
Chr7,-,LOC_Os07g10540.1,5699883
Chr7,-,LOC_Os07g10630.1,5777811
Chr7,-,LOC_Os07g09675.1,5136685
Chr7,-,LOC_Os07g09690.1,5155561
Chr7,+,LOC_Os07g08810.1,4544912
Chr7,+,LOC_Os07g07920.1,3976186
Chr7,-,LOC_Os07g07950.2,3996800
Chr7,+,LOC_Os07g23244.1,13098610
Chr7,+,LOC_Os07g25680.1,14723109
Chr7,-,LOC_Os07g23410.1,13202543
Chr7,+,LOC_Os07g25800.1,14820650
Chr7,+,LOC_Os07g48610.1,29109903
Chr7,-,LOC_Os07g47830.1,28562961
Chr7,+,LOC_Os07g48650.1,29130273
Chr7,-,LOC_Os07g48680.1,29153434
Chr7,+,LOC_Os07g47300.1,28277520
Chr8,+,LOC_Os08g09690.1,5597554
Chr8,+,LOC_Os08g10340.1,6055587
Chr8,-,LOC_Os08g10400.1,6105398
Chr8,-,LOC_Os08g08586.1,4969131
Chr8,+,LOC_Os08g09710.1,5609250
Chr8,-,LOC_Os08g10450.1,6144418
Chr8,+,LOC_Os08g24400.1,14738535
Chr8,-,LOC_Os08g24434.1,14766266
Chr8,-,LOC_Os08g27050.1,16531234
Chr8,+,LOC_Os08g23460.1,14207881
Chr8,+,LOC_Os08g25820.2,15710781
Chr9,-,LOC_Os09g04508.1,2405236
Chr9,+,LOC_Os09g03500.1,1726956
Chr9,-,LOC_Os09g02300.1,938291
Chr9,-,LOC_Os09g02360.1,971670
Chr9,+,LOC_Os09g03600.1,1780097
Chr9,-,LOC_Os09g04670.1,2493538
Chr9,+,LOC_Os09g04880.1,2597219
Chr9,-,LOC_Os09g30458.1,18563784
Chr9,+,LOC_Os09g32820.1,19570000
Chr9,+,LOC_Os09g32080.2,19148039
Chr9,-,LOC_Os09g30980.1,18659177
Chr9,+,LOC_Os09g32940.1,19630609
Chr9,+,LOC_Os09g31040.1,18672137
Chr9,+,LOC_Os09g31080.1,18685679
Chr9,+,LOC_Os09g33930.1,20023947
Chr9,+,LOC_Os09g32952.1,19662808
Chr9,+,LOC_Os09g33970.1,20053775
Chr9,+,LOC_Os09g33460.1,19710766
Chr10,+,LOC_Os10g28030.1,14543516
Chr10,+,LOC_Os10g30590.1,15918243
Chr10,-,LOC_Os10g25674.1,13292227
Chr10,-,LOC_Os10g26680.1,13935299
Chr10,+,LOC_Os10g28080.1,14589926
Chr10,+,LOC_Os10g28120.1,14602523
Chr10,+,LOC_Os10g29502.1,15326674
Chr10,+,LOC_Os10g22750.1,11825931
Chr10,-,LOC_Os10g26700.1,13941106
Chr10,-,LOC_Os10g22869.1,11885484
Chr10,-,LOC_Os10g25830.1,13388803
Chr11,-,LOC_Os11g10000.1,5364957
Chr11,+,LOC_Os11g10040.1,5372635
Chr10,-,LOC_Os10g41960.1,22567797
Chr10,-,LOC_Os10g42790.1,23082297
Chr10,-,LOC_Os10g42820.1,23093419
Chr11,-,LOC_Os11g04104.3,1668362
Chr10,-,LOC_Os10g33790.1,17910800
Chr10,+,LOC_Os10g35444.1,18955107
Chr10,+,LOC_Os10g37430.1,20031594
Chr10,+,LOC_Os10g41170.1,22117136
Chr11,-,LOC_Os11g01450.1,264493
Chr11,-,LOC_Os11g01480.1,283847
Chr11,+,LOC_Os11g47900.1,28891244
Chr12,-,LOC_Os12g01530.1,323923
Chr12,-,LOC_Os12g02420.1,806097
Chr12,+,LOC_Os12g04930.1,2120918
Chr12,-,LOC_Os12g05840.1,2689826
Chr12,-,LOC_Os12g05880.1,2700272
Chr12,+,LOC_Os12g05920.1,2724033
Chr12,+,LOC_Os12g06870.1,3338061
Chr11,+,LOC_Os11g26030.1,14883702
Chr11,+,LOC_Os11g33000.1,19509288
Chr11,-,LOC_Os11g36430.3,21485137
Chr11,+,LOC_Os11g37730.1,22305683
Chr11,+,LOC_Os11g37759.1,22328967
Chr11,-,LOC_Os11g38870.1,23137598
Chr11,+,LOC_Os11g38900.1,23158472
Chr11,-,LOC_Os11g31450.1,18378851
Chr12,+,LOC_Os12g22800.1,12864399
Chr12,+,LOC_Os12g16180.1,9246619
Chr12,+,LOC_Os12g28137.1,16616739
Chr3,+,LOC_Os03g51700.1,29624209
Chr3,+,LOC_Os03g54040.1,30981039
Chr3,+,LOC_Os03g51970.1,29823449
Chr3,+,LOC_Os03g53660.1,30764586
Chr3,+,LOC_Os03g53670.2,30777720
Chr3,+,LOC_Os03g50430.1,28774588
Chr3,+,LOC_Os03g58480.1,33310411
Chr3,+,LOC_Os03g59220.1,33718527
Chr3,+,LOC_Os03g60260.1,34271316
Chr3,+,LOC_Os03g58540.1,33334430
Chr3,+,LOC_Os03g61200.1,34756011
Chr3,+,LOC_Os03g57660.1,32859060
Chr3,+,LOC_Os03g58340.1,33240266
Chr3,+,LOC_Os03g56270.1,32078642
Chr3,+,LOC_Os03g57854.1,32957898
Chr3,+,LOC_Os03g57420.1,32739717
Chr3,+,LOC_Os03g57560.1,32813980
Chr4,+,LOC_Os04g04770.1,2292020
Chr3,+,LOC_Os03g62020.1,35145634
Chr3,+,LOC_Os03g62720.1,35494074
Chr3,+,LOC_Os03g64230.1,36291998
Chr3,+,LOC_Os03g63620.1,35922768
Chr3,+,LOC_Os03g63900.1,36103513
Chr11,+,LOC_Os11g15040.4,8466832
Chr11,+,LOC_Os11g20170.1,11661225
Chr11,+,LOC_Os11g06170.1,2939272
Chr11,+,LOC_Os11g08080.1,4220829
Chr11,+,LOC_Os11g11410.1,6335893
Chr11,+,LOC_Os11g07200.2,3607019
Chr11,+,LOC_Os11g09710.1,5182412
Chr10,+,LOC_Os10g40280.1,21592730
Chr10,+,LOC_Os10g36400.1,19462118
Chr10,+,LOC_Os10g33910.1,18006943
Chr10,+,LOC_Os10g34840.1,18598557
Chr4,-,LOC_Os04g32850.1,19836892
Chr4,-,LOC_Os04g41950.1,24853939
Chr4,-,LOC_Os04g43300.1,25615824
Chr4,-,LOC_Os04g42784.1,25340031
Chr4,-,LOC_Os04g42134.1,24945222
Chr4,-,LOC_Os04g41460.1,24571704
Chr4,-,LOC_Os04g42380.1,25079041
Chr4,-,LOC_Os04g41560.2,24649396
Chr4,-,LOC_Os04g43160.1,25550603
Chr4,-,LOC_Os04g41830.1,24779580
Chr4,-,LOC_Os04g42600.2,25201272
Chr4,-,LOC_Os04g39140.1,23277462
Chr4,-,LOC_Os04g40150.1,23896476
Chr4,-,LOC_Os04g51009.2,30200621
Chr4,-,LOC_Os04g48850.1,29134682
Chr4,-,LOC_Os04g49170.1,29324546
Chr4,-,LOC_Os04g49370.1,29467044
Chr4,-,LOC_Os04g51454.1,30478434
Chr4,-,LOC_Os04g49460.1,29508822
Chr4,-,LOC_Os04g46950.1,27838008
Chr4,-,LOC_Os04g46220.1,27373629
Chr4,-,LOC_Os04g47420.1,28139905
Chr4,-,LOC_Os04g55260.1,32860643
Chr4,-,LOC_Os04g56840.1,33887045
Chr4,-,LOC_Os04g56230.1,33528458
Chr4,-,LOC_Os04g56910.1,33930683
Chr4,-,LOC_Os04g54730.1,32550018
Chr4,-,LOC_Os04g57154.1,34064139
Chr4,-,LOC_Os04g57260.1,34102470
Chr12,-,LOC_Os12g02040.1,608215
Chr12,-,LOC_Os12g12190.1,6692703
Chr11,-,LOC_Os11g43820.1,26473257
Chr11,-,LOC_Os11g42850.1,25810387
Chr12,-,LOC_Os12g04080.1,1714665
Chr12,-,LOC_Os12g06220.1,2951599
Chr11,-,LOC_Os11g47390.1,28511163
Chr11,-,LOC_Os11g31540.1,18432558
Chr11,-,LOC_Os11g34710.1,20340697
Chr11,-,LOC_Os11g31570.1,18451842
Chr7,+,LOC_Os07g10810.1,5876929
Chr7,-,LOC_Os07g10840.1,5894135
Chr7,-,LOC_Os07g08970.1,4667457
Chr7,+,LOC_Os07g09010.1,4697186
Chr7,-,LOC_Os07g08080.1,4094123
Chr7,+,LOC_Os07g11010.1,6051251
Chr7,+,LOC_Os07g09190.1,4821207
Chr7,-,LOC_Os07g10370.1,5566233
Chr7,+,LOC_Os07g39320.1,23559520
Chr7,+,LOC_Os07g37640.1,22565757
Chr7,+,LOC_Os07g37730.1,22619086
Chr7,-,LOC_Os07g38390.1,23078827
Chr7,-,LOC_Os07g38420.1,23090921
Chr7,-,LOC_Os07g37760.1,22654350
Chr7,+,LOC_Os07g38480.1,23112171
Chr8,-,LOC_Os08g08650.1,5002135
Chr8,-,LOC_Os08g08700.1,5035853
Chr8,-,LOC_Os08g09870.1,5698866
Chr8,+,LOC_Os08g10590.1,6232067
Chr8,-,LOC_Os08g10020.1,5808458
Chr8,+,LOC_Os08g08970.1,5222214
Chr8,-,LOC_Os08g23710.1,14342940
Chr8,+,LOC_Os08g23730.1,14356969
Chr8,-,LOC_Os08g39420.1,24934795
Chr8,+,LOC_Os08g37820.1,23957037
Chr8,-,LOC_Os08g37030.1,23409662
Chr8,-,LOC_Os08g35930.1,22659552
Chr9,-,LOC_Os09g02729.1,1238533
Chr9,+,LOC_Os09g03890.1,1985632
Chr9,-,LOC_Os09g21460.1,12977293
Chr9,+,LOC_Os09g20390.1,12251875
Chr9,+,LOC_Os09g20480.1,12345724
Chr9,+,LOC_Os09g19570.1,11707235
Chr9,-,LOC_Os09g34020.1,20083444
Chr9,-,LOC_Os09g32430.1,19360995
Chr9,+,LOC_Os09g33510.2,19760468
Chr9,-,LOC_Os09g34040.1,20090593
Chr9,-,LOC_Os09g34070.1,20114569
Chr9,-,LOC_Os09g31370.1,18855646
Chr9,-,LOC_Os09g32470.1,19387021
Chr9,-,LOC_Os09g34110.1,20134358
Chr9,-,LOC_Os09g31410.2,18893801
Chr9,+,LOC_Os09g33559.1,19796192
Chr9,+,LOC_Os09g34120.1,20145579
Chr9,-,LOC_Os09g31430.1,18908427
Chr10,-,LOC_Os10g03830.1,1740145
Chr10,+,LOC_Os10g28320.1,14731529
Chr10,-,LOC_Os10g25870.1,13403493
Chr10,-,LOC_Os10g25900.1,13423710
Chr10,+,LOC_Os10g30910.1,16121231
Chr10,-,LOC_Os10g23100.1,12052952
Chr10,+,LOC_Os10g35470.1,18981326
Chr10,+,LOC_Os10g37510.1,20087328
Chr10,+,LOC_Os10g38670.1,20610080
Chr10,-,LOC_Os10g38700.1,20620617
Chr10,+,LOC_Os10g39680.1,21205700
Chr10,-,LOC_Os10g39740.1,21233093
Chr10,+,LOC_Os10g40370.1,21623619
Chr10,+,LOC_Os10g42870.1,23114698
Chr11,-,LOC_Os11g03500.1,1352397
Chr11,+,LOC_Os11g03530.1,1360723
Chr11,-,LOC_Os11g04190.1,1705477
Chr10,+,LOC_Os10g33104.1,17345537
Chr10,+,LOC_Os10g33886.1,17985648
Chr10,-,LOC_Os10g36490.1,19525391
Chr10,+,LOC_Os10g39770.1,21271714
Chr12,-,LOC_Os12g02450.1,825793
Chr12,-,LOC_Os12g02490.1,848289
Chr12,+,LOC_Os12g03440.1,1342002
Chr12,+,LOC_Os12g05980.1,2751805
Chr12,+,LOC_Os12g07810.1,3947120
Chr12,-,LOC_Os12g01590.1,359361
Chr12,-,LOC_Os12g01620.1,379382
Chr12,-,LOC_Os12g04030.1,1682837
Chr11,-,LOC_Os11g34440.1,20176341
Chr11,-,LOC_Os11g36450.1,21493404
Chr11,+,LOC_Os11g38959.1,23184447
Chr11,+,LOC_Os11g33100.1,19580306
Chr11,+,LOC_Os11g38990.2,23212467
Chr11,+,LOC_Os11g40200.1,23976787
Chr12,-,LOC_Os12g16210.1,9276999
Chr12,-,LOC_Os12g19549.1,11378756
Chr12,+,LOC_Os12g22920.1,12940764
Chr12,+,LOC_Os12g22970.1,12986903
Chr12,+,LOC_Os12g24320.1,13879143
Chr12,+,LOC_Os12g26880.1,15758649
Chr12,+,LOC_Os12g30920.1,18576987
Chr4,+,LOC_Os04g13140.1,7250358
Chr4,+,LOC_Os04g11040.1,5989515
Chr4,+,LOC_Os04g10350.1,5590325
Chr4,+,LOC_Os04g27750.1,16402144
Chr4,+,LOC_Os04g24180.1,13834743
Chr4,+,LOC_Os04g28010.1,16536130
Chr4,+,LOC_Os04g20220.1,11272494
Chr4,+,LOC_Os04g33720.1,20412315
Chr4,+,LOC_Os04g33060.1,20015750
Chr4,+,LOC_Os04g33350.1,20195358
Chr4,+,LOC_Os04g34630.1,20954476
Chr4,+,LOC_Os04g33510.1,20276163
Chr4,+,LOC_Os04g36850.1,22243852
Chr4,+,LOC_Os04g29580.1,17584989
Chr4,+,LOC_Os04g32480.1,19492574
Chr10,+,LOC_Os10g37850.1,20265221
Chr10,+,LOC_Os10g35110.2,18733290
Chr10,+,LOC_Os10g42620.1,22981601
Chr10,+,LOC_Os10g35180.1,18784685
Chr10,+,LOC_Os10g37034.1,19829259
Chr10,+,LOC_Os10g41790.1,22489253
Chr10,+,LOC_Os10g34660.1,18471114
Chr12,+,LOC_Os12g08220.1,4193948
Chr12,+,LOC_Os12g12130.1,6650911
Chr11,+,LOC_Os11g47670.1,28781161
Chr12,+,LOC_Os12g05730.1,2643975
Chr12,+,LOC_Os12g03470.1,1360144
Chr12,+,LOC_Os12g08770.1,4506723
Chr4,-,LOC_Os04g54330.2,32342426
Chr4,-,LOC_Os04g53170.1,31665411
Chr4,-,LOC_Os04g52600.1,31282411
Chr5,-,LOC_Os05g03210.1,1302199
Chr5,-,LOC_Os05g02500.1,862759
Chr4,-,LOC_Os04g58990.1,35091263
Chr4,-,LOC_Os04g57600.1,34276664
Chr4,-,LOC_Os04g58560.1,34820086
Chr4,-,LOC_Os04g57870.1,34463775
Chr4,-,LOC_Os04g58030.1,34566060
Chr4,-,LOC_Os04g58100.1,34604930
Chr4,-,LOC_Os04g59560.1,35426837
Chr5,-,LOC_Os05g11414.1,6458100
Chr5,-,LOC_Os05g11140.1,6282566
Chr5,-,LOC_Os05g06480.1,3339817
Chr5,-,LOC_Os05g05140.1,2503388
Chr5,-,LOC_Os05g05180.2,2525214
Chr5,-,LOC_Os05g06660.2,3443769
Chr5,-,LOC_Os05g05320.1,2624299
Chr5,-,LOC_Os05g05470.1,2723446
Chr5,-,LOC_Os05g06430.1,3298055
Chr11,-,LOC_Os11g42790.1,25772569
Chr10,-,LOC_Os10g31940.1,16771729
Chr11,-,LOC_Os11g34110.1,19963299
Chr11,-,LOC_Os11g29630.1,17182495
Chr12,-,LOC_Os12g44000.1,27298738
Chr12,-,LOC_Os12g37380.1,22951096
Chr12,-,LOC_Os12g44170.1,27403415
Chr12,-,LOC_Os12g43340.1,26890254
Chr7,-,LOC_Os07g09320.1,4890136
Chr7,+,LOC_Os07g09384.1,4940554
Chr7,-,LOC_Os07g06740.2,3293291
Chr7,-,LOC_Os07g07550.1,3766453
Chr7,-,LOC_Os07g04580.1,2036742
Chr7,-,LOC_Os07g04700.1,2091652
Chr7,+,LOC_Os07g05720.1,2751213
Chr7,+,LOC_Os07g06834.1,3339384
Chr7,-,LOC_Os07g06860.1,3352672
Chr7,-,LOC_Os07g06890.1,3370020
Chr7,+,LOC_Os07g05810.1,2794108
Chr7,+,LOC_Os07g06950.1,3411719
Chr7,+,LOC_Os07g38580.1,23169754
Chr7,+,LOC_Os07g36870.1,22082548
Chr7,+,LOC_Os07g36940.1,22114961
Chr7,-,LOC_Os07g38610.1,23192344
Chr7,-,LOC_Os07g38640.1,23210640
Chr7,+,LOC_Os07g37830.1,22688900
Chr7,-,LOC_Os07g35810.1,21444823
Chr7,+,LOC_Os07g38730.1,23243793
Chr7,+,LOC_Os07g37030.1,22184376
Chr7,+,LOC_Os07g38830.1,23293331
Chr7,-,LOC_Os07g37100.1,22234636
Chr7,-,LOC_Os07g38000.1,22800257
Chr7,+,LOC_Os07g38840.1,23298312
Chr7,+,LOC_Os07g38940.1,23349422
Chr8,+,LOC_Os08g09040.1,5254286
Chr8,+,LOC_Os08g09080.1,5264247
Chr8,+,LOC_Os08g10130.1,5878083
Chr8,-,LOC_Os08g12230.1,7205848
Chr8,+,LOC_Os08g10290.1,5980928
Chr8,-,LOC_Os08g12449.4,7367943
Chr8,+,LOC_Os08g36110.1,22754803
Chr8,+,LOC_Os08g38080.1,24121860
Chr8,+,LOC_Os08g36310.1,22876101
Chr8,-,LOC_Os08g38890.1,24583718
Chr8,+,LOC_Os08g38970.1,24633408
Chr8,+,LOC_Os08g38140.1,24161103
Chr8,+,LOC_Os08g39000.1,24657076
Chr8,+,LOC_Os08g38210.1,24222406
Chr9,+,LOC_Os09g20550.1,12381752
Chr9,+,LOC_Os09g20579.1,12397884
Chr9,+,LOC_Os09g19640.1,11735362
Chr9,-,LOC_Os09g20660.1,12445866
Chr9,+,LOC_Os09g19820.1,11862271
Chr9,-,LOC_Os09g20860.1,12561814
Chr10,-,LOC_Os10g03910.1,1777677
Chr10,+,LOC_Os10g07970.1,4251342
Chr10,-,LOC_Os10g07994.1,4286574
Chr10,+,LOC_Os10g06630.1,3438472
Chr10,+,LOC_Os10g06780.1,3527148
Chr10,+,LOC_Os10g22100.1,11414234
Chr10,+,LOC_Os10g27090.1,14278731
Chr10,-,LOC_Os10g23310.1,12183127
Chr10,+,LOC_Os10g26140.1,13543408
Chr10,-,LOC_Os10g27230.3,14362444
Chr10,-,LOC_Os10g40440.1,21663224
Chr10,-,LOC_Os10g40470.1,21671244
Chr10,-,LOC_Os10g41310.1,22202335
Chr10,-,LOC_Os10g37630.1,20139758
Chr10,-,LOC_Os10g39790.2,21301728
Chr10,+,LOC_Os10g39810.1,21308453
Chr10,-,LOC_Os10g40510.1,21691088
Chr10,-,LOC_Os10g40540.1,21704799
Chr11,-,LOC_Os11g02610.1,825831
Chr11,+,LOC_Os11g03620.1,1405320
Chr10,+,LOC_Os10g33270.1,17471599
Chr10,+,LOC_Os10g33940.1,18051860
Chr10,+,LOC_Os10g33960.1,18085536
Chr12,-,LOC_Os12g08830.1,4558043
Chr12,+,LOC_Os12g11220.1,6051282
Chr11,+,LOC_Os11g44250.1,26741918
Chr12,+,LOC_Os12g03480.1,1368900
Chr12,-,LOC_Os12g07874.1,3986512
Chr12,-,LOC_Os12g08930.1,4657023
Chr11,+,LOC_Os11g44310.1,26777812
Chr11,+,LOC_Os11g42500.1,25593755
Chr11,+,LOC_Os11g26190.1,14997419
Chr11,-,LOC_Os11g33134.1,19615672
Chr12,-,LOC_Os12g43950.1,27276782
Chr12,-,LOC_Os12g34092.1,20605588
Chr12,-,LOC_Os12g13670.1,7699212
Chr12,-,LOC_Os12g16290.1,9318123
Chr12,+,LOC_Os12g16350.1,9352002
Chr12,-,LOC_Os12g25660.1,14867813
Chr12,+,LOC_Os12g26940.1,15776462
Chr12,+,LOC_Os12g31000.1,18618482
Chr12,+,LOC_Os12g32180.1,19424812
Chr12,+,LOC_Os12g18550.1,10724195
Chr4,+,LOC_Os04g32620.1,19651659
Chr4,+,LOC_Os04g31710.1,18994442
Chr4,+,LOC_Os04g43740.1,25896733
Chr4,+,LOC_Os04g44050.1,26097709
Chr4,+,LOC_Os04g38770.1,23040160
Chr4,+,LOC_Os04g39610.1,23606626
Chr4,+,LOC_Os04g39040.1,23185921
Chr4,+,LOC_Os04g40100.1,23876327
Chr4,+,LOC_Os04g51130.1,30282336
Chr4,+,LOC_Os04g47890.1,28470386
Chr4,+,LOC_Os04g49940.1,29787828
Chr4,+,LOC_Os04g47970.1,28521890
Chr4,+,LOC_Os04g51404.1,30442140
Chr4,+,LOC_Os04g50700.1,30001482
Chr4,+,LOC_Os04g44570.1,26380265
Chr4,+,LOC_Os04g47260.1,28064992
Chr4,+,LOC_Os04g44730.1,26498847
Chr4,+,LOC_Os04g44924.1,26583497
Chr4,+,LOC_Os04g46860.1,27764666
Chr4,+,LOC_Os04g57420.1,34166490
Chr4,+,LOC_Os04g56140.1,33429077
Chr4,+,LOC_Os04g54400.1,32365684
Chr12,+,LOC_Os12g01830.1,494925
Chr12,+,LOC_Os12g07970.2,4044478
Chr12,+,LOC_Os12g04260.1,1802706
Chr12,+,LOC_Os12g05200.1,2305431
Chr12,+,LOC_Os12g10540.3,5586131
Chr11,+,LOC_Os11g43510.1,26263726
Chr12,+,LOC_Os12g01190.2,105922
Chr11,+,LOC_Os11g33240.1,19649309
Chr11,+,LOC_Os11g41560.1,24932541
Chr11,+,LOC_Os11g40540.1,24184610
Chr11,+,LOC_Os11g24070.1,13668517
Chr11,+,LOC_Os11g25510.1,14525685
Chr11,+,LOC_Os11g29490.1,17108744
Chr11,+,LOC_Os11g34130.1,19985660
Chr11,+,LOC_Os11g28365.1,16322375
Chr11,+,LOC_Os11g37540.1,22159509
Chr11,+,LOC_Os11g29680.1,17203089
Chr11,+,LOC_Os11g42220.1,25432423
Chr11,+,LOC_Os11g31940.1,18770070
Chr5,-,LOC_Os05g18660.1,10807183
Chr5,-,LOC_Os05g13330.1,7403351
Chr5,-,LOC_Os05g13950.1,7768326
Chr5,-,LOC_Os05g17849.1,10269371
Chr5,-,LOC_Os05g29860.2,17280614
Chr5,-,LOC_Os05g28520.1,16705232
Chr5,-,LOC_Os05g30940.1,17964352
Chr5,-,LOC_Os05g24684.1,14308828
Chr5,-,LOC_Os05g23850.1,13711791
Chr5,-,LOC_Os05g26720.1,15513163
Chr5,-,LOC_Os05g28090.1,16423221
Chr5,-,LOC_Os05g38590.1,22636124
Chr5,-,LOC_Os05g37930.1,22241632
Chr5,-,LOC_Os05g38820.4,22774083
Chr5,-,LOC_Os05g37730.1,22083544
Chr5,-,LOC_Os05g35470.1,21079880
Chr5,-,LOC_Os05g36120.1,21420739
Chr12,-,LOC_Os12g37160.2,22785775
Chr12,-,LOC_Os12g13170.1,7338109
Chr12,-,LOC_Os12g32760.1,19791483
Chr12,-,LOC_Os12g30520.1,18319067
Chr12,-,LOC_Os12g25640.1,14845431
Chr12,-,LOC_Os12g29990.1,17931663
Chr7,+,LOC_Os07g03580.1,1432684
Chr7,+,LOC_Os07g04910.1,2170638
Chr7,+,LOC_Os07g03710.1,1512025
Chr7,+,LOC_Os07g05000.1,2197573
Chr7,+,LOC_Os07g06070.1,2943339
Chr7,+,LOC_Os07g06130.2,2984109
Chr7,-,LOC_Os07g07080.1,3499332
Chr7,-,LOC_Os07g38080.2,22837308
Chr7,+,LOC_Os07g36180.2,21621442
Chr7,+,LOC_Os07g37270.1,22333881
Chr7,-,LOC_Os07g38140.1,22879309
Chr7,+,LOC_Os07g36200.1,21629471
Chr7,+,LOC_Os07g36230.1,21653254
Chr7,-,LOC_Os07g37320.1,22355806
Chr7,-,LOC_Os07g37350.1,22372673
Chr7,-,LOC_Os07g36360.1,21743520
Chr7,+,LOC_Os07g37550.1,22487421
Chr7,-,LOC_Os07g36420.1,21793862
Chr8,+,LOC_Os08g11220.1,6598207
Chr8,+,LOC_Os08g07430.1,4172146
Chr8,+,LOC_Os08g08360.1,4817896
Chr8,+,LOC_Os08g07540.1,4237010
Chr8,+,LOC_Os08g04370.1,2140308
Chr8,-,LOC_Os08g04420.2,2164019
Chr8,+,LOC_Os08g05480.1,2918636
Chr8,-,LOC_Os08g06320.1,3494794
Chr8,+,LOC_Os08g05510.1,2934786
Chr8,-,LOC_Os08g05540.1,2969072
Chr8,-,LOC_Os08g06380.1,3550661
Chr8,-,LOC_Os08g04470.1,2196994
Chr8,-,LOC_Os08g04500.1,2213896
Chr8,+,LOC_Os08g05570.3,2977391
Chr8,+,LOC_Os08g04540.1,2256007
Chr8,+,LOC_Os08g05650.1,3017356
Chr8,+,LOC_Os08g06470.1,3630958
Chr8,+,LOC_Os08g38220.1,24232676
Chr8,+,LOC_Os08g38280.1,24254958
Chr8,-,LOC_Os08g39090.1,24698899
Chr8,+,LOC_Os08g38320.2,24274676
Chr8,-,LOC_Os08g39140.1,24723553
Chr8,+,LOC_Os08g37595.1,23818978
Chr8,+,LOC_Os08g39190.1,24762317
Chr8,-,LOC_Os08g37650.1,23852920
Chr8,+,LOC_Os08g38540.1,24371583
Chr8,-,LOC_Os08g39270.1,24820452
Chr8,-,LOC_Os08g39300.1,24830865
Chr8,-,LOC_Os08g37660.1,23854479
Chr8,-,LOC_Os08g37690.1,23871110
